,event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2102714,2020-01-17 06:45:51 UTC,remove_from_cart,5911765,1487580005671109489,,masura,1.73,469110382,092fc04a-27b7-458d-a53d-2be6b678015c
2103600,2020-01-17 06:52:57 UTC,purchase,5826704,1487580008145748965,,,5.56,571512877,4a94d734-3d31-4997-93ec-189f3f3829e1
2103649,2020-01-17 06:53:49 UTC,remove_from_cart,5686925,1487580009311764506,,,0.35,602249636,6e2382f7-b709-44d2-be01-faff40195284
2105362,2020-01-17 07:10:23 UTC,remove_from_cart,5723518,1487580005134238553,,runail,2.62,591613078,8e71e290-53bd-4f09-81f5-e410c2053ed6
2105973,2020-01-17 07:16:21 UTC,view,5790563,1487580008263189483,,,7.14,548384538,788a41b9-2f87-4fc1-b07e-6a8753074a98
2106370,2020-01-17 07:19:53 UTC,view,5916404,1814592470537732872,,,7.49,557616099,86a77845-6b4a-4a77-9c86-1fcba404db99
2107877,2020-01-17 07:30:49 UTC,cart,5861294,1487580008145748965,,,1.75,509489888,945d2614-85c9-48bd-bc88-1366d244da17
2108529,2020-01-17 07:34:29 UTC,view,5879027,1487580013279576251,,,4.29,597202419,00157892-c22d-4865-ab21-1c20387e762d
2108603,2020-01-17 07:35:10 UTC,cart,5802432,1487580009286598681,,,0.32,571332380,d817333a-d0d6-451f-a8b6-077e280f5f91
2108812,2020-01-17 07:36:40 UTC,remove_from_cart,5732025,1487580007306888126,,domix,4.89,602251427,ae30fff1-3fc9-4b5e-a7c4-14c63ab6b9da
2109028,2020-01-17 07:39:01 UTC,cart,5896432,1487580005050352469,,haruyama,3.97,510070652,df34e62f-abb0-4a13-8390-cea2fd85b6a8
2109190,2020-01-17 07:40:41 UTC,view,5839048,1487580005511725929,,,5.56,598787082,8699fc9a-56bf-4502-bfe3-9f45dc41efd7
2109456,2020-01-17 07:42:56 UTC,view,5745715,1487580008246412266,,kapous,5.79,567879386,5a186222-47d4-4c69-b190-c3813d9af097
2110111,2020-01-17 07:47:55 UTC,remove_from_cart,5796997,1487580005671109489,,masura,1.73,548400513,04d5926c-aafe-4724-88d9-184c31eb073e
2110336,2020-01-17 07:49:58 UTC,cart,5847351,1487580005092295511,,,5.32,496584994,ea514bb5-da1a-46b8-a56d-22339821b059
2110761,2020-01-17 07:52:51 UTC,purchase,5813065,1487580005671109489,,masura,1.73,597156528,23862e69-7974-44fc-b096-3b8e41bd8830
2112747,2020-01-17 08:09:28 UTC,view,5687744,1487580007852147670,,zinger,9.76,515762404,5282c111-684c-465e-b493-823ea87df2c3
2112857,2020-01-17 08:10:40 UTC,cart,5855312,1487580007852147670,,domix,2.49,550083268,bbd9efa7-b50c-4c3e-8011-0c95c92937ff
2112937,2020-01-17 08:11:23 UTC,purchase,5700046,1487580009286598681,,runail,0.4,466547980,677fb68a-7e69-4959-b7d3-fc417fdbf89f
2113093,2020-01-17 08:12:49 UTC,view,5804764,1487580013732561106,,kaaral,14.17,476137393,7d75f3bb-6110-4be8-84b6-b92d926d9f47
2113452,2020-01-17 08:16:10 UTC,purchase,5773324,1487580005134238553,,runail,2.62,510070652,b5e003b0-2589-42c4-8bb3-a55555d0f3ca
2113654,2020-01-17 08:17:53 UTC,cart,5916492,1487580013279576251,,relouis,3.84,601915002,59ed8e5e-cdd6-4d43-b502-7b12d81071d0
2113676,2020-01-17 08:18:04 UTC,view,5809910,1602943681873052386,,grattol,5.24,528520429,3cca3664-7b8f-4eff-8e94-fb890db57d77
2113753,2020-01-17 08:18:45 UTC,remove_from_cart,5826394,1487580005511725929,,,5.56,336160869,493713dc-9162-429d-86b8-9e9614d38a2c
2114111,2020-01-17 08:21:32 UTC,view,5803978,1487580005461394279,,bluesky,3.97,485432706,cfe50691-7b62-4a27-b5ae-b51bb0f62b30
2114252,2020-01-17 08:22:37 UTC,cart,5820721,1487580006317032337,,,2.22,156248968,1d5e9205-5c88-4667-8cea-7bbed356defd
2114425,2020-01-17 08:24:10 UTC,view,5308,1487580010125459512,,cnd,15.71,389997237,77654676-02d3-422e-8de4-1b78d109e1ec
2115813,2020-01-17 08:36:12 UTC,view,5809910,1602943681873052386,,grattol,5.24,577623875,6af2f9a7-6a1f-4215-850d-8db175c72771
2115870,2020-01-17 08:36:47 UTC,remove_from_cart,5723496,1487580005134238553,,runail,2.62,601834853,3259e049-9f18-478d-9fdd-be9f44ca148b
2116155,2020-01-17 08:39:18 UTC,view,5809728,1487580005092295511,,uno,17.46,565316312,dd1220bd-d5bb-4287-963c-ddaaa602d220
2116310,2020-01-17 08:40:36 UTC,view,5875296,1487580005092295511,,,7.22,602280594,8c42a152-c240-42aa-a1db-171eb96f4771
2116605,2020-01-17 08:43:18 UTC,remove_from_cart,5896179,1487580004916134735,,,4.76,521735972,56936a2d-374a-4f29-a970-c055c358b2f0
2116993,2020-01-17 08:46:28 UTC,cart,5780742,1487580004857414477,,lianail,5.54,557724649,a34ae6c0-a1c7-451b-ae6c-5b5ffcb6e667
2117333,2020-01-17 08:49:42 UTC,view,5711696,1487580005008409427,,f.o.x,4.83,523725478,b3d6bd93-9b88-4746-a5bc-8c175c9a89ed
2117896,2020-01-17 08:54:10 UTC,remove_from_cart,5809911,1602943681873052386,,grattol,5.24,580286127,3fb977bd-8244-40ee-8a40-cf401f35b873
2118250,2020-01-17 08:56:50 UTC,cart,5832415,1487580007256556476,,,2.38,554150048,95da34fc-2de9-46e9-bbdd-b35b9e24b0a0
2118601,2020-01-17 09:00:25 UTC,view,6495,1487580007910867929,,runail,2.78,309051419,79768166-bdf1-4356-bdd1-570ef0e17c70
2119113,2020-01-17 09:04:35 UTC,cart,5732018,1487580007281722301,,domix,2.52,195977975,10e396fd-1a0e-e512-7769-e0fc98a46cdc
2119436,2020-01-17 09:07:19 UTC,remove_from_cart,5716920,1487580010100293687,,,4.76,600126260,3668cd23-b4ba-46a3-a423-19e8e868c60d
2120257,2020-01-17 09:14:07 UTC,cart,5809107,1487580010645553231,,irisk,29.37,592962669,20bfe318-3f8e-4f73-90dd-268ac599337b
2120869,2020-01-17 09:18:16 UTC,view,5815060,1487580005461394279,,bluesky,5.24,580443465,bb999c73-f811-48b8-8f8a-46c6144adc8b
2121915,2020-01-17 09:26:57 UTC,remove_from_cart,5839313,1487580007256556476,,lovely,2.52,362756652,74a9ca03-e657-486d-849c-eafef3f51cc4
2121943,2020-01-17 09:27:09 UTC,remove_from_cart,5854897,1487580009445982239,,irisk,0.32,565207680,34c2b71e-e591-4f5c-9e6e-35846fdf6d50
2122797,2020-01-17 09:32:49 UTC,remove_from_cart,5859468,1487580005671109489,,masura,1.73,374649265,ee8a3bdd-1cec-488e-8faa-5d19c6d1e895
2123745,2020-01-17 09:40:11 UTC,remove_from_cart,5886701,1487580005067129686,,,2.38,474324923,1c658c67-4db9-4e5d-a198-54c97b20a2c9
2123758,2020-01-17 09:40:16 UTC,cart,5756761,1487580005268456287,,,6.35,597461975,2af1b995-a1a9-4aed-8c92-a0bdb8613976
2124133,2020-01-17 09:42:57 UTC,cart,5893838,1487580005671109489,,masura,3.95,474324923,1c658c67-4db9-4e5d-a198-54c97b20a2c9
2124370,2020-01-17 09:44:49 UTC,cart,5812226,1487580005427839846,,irisk,2.48,590298061,990dfe85-92c7-4487-8c78-44ca38732d9f
2124544,2020-01-17 09:45:49 UTC,view,5760785,1487580005134238553,,runail,2.62,602313330,df0f34ed-99cb-46b3-9065-da04c7f5884e
2124658,2020-01-17 09:46:37 UTC,remove_from_cart,5861346,1487580009471148064,,,1.84,511110625,fe8ee921-6f50-4534-8399-bc861ce42e6a
2125133,2020-01-17 09:49:26 UTC,view,5870077,1783999064136745198,,grattol,5.71,602305690,4abd80e5-e7e1-4947-ae7e-8b167cf6081b
2126251,2020-01-17 09:56:30 UTC,view,5772167,1487580005268456287,,grattol,6.27,451884994,d1633041-4a0b-452d-8200-1f2f701fb74b
2126529,2020-01-17 09:59:16 UTC,view,5653538,1487580008657454075,,,2.86,583514726,43256e62-698e-4552-9365-a6097852f87b
2126921,2020-01-17 10:01:56 UTC,purchase,5763238,1487580010125459512,,uno,2.38,598701505,4ccaaeb7-7e84-4988-9bfd-ab640ac5ff0f
2127338,2020-01-17 10:05:13 UTC,cart,5820715,1487580006317032337,,,2.22,402022792,e4629f8c-bed8-4b90-8e5d-b9db35cb3fb6
2127450,2020-01-17 10:06:06 UTC,view,5651977,1487580009177546772,,,31.73,559103501,37a004c8-1d9f-41cb-8d86-c0b6cf695e83
2128003,2020-01-17 10:09:58 UTC,view,5812934,1487580012121948301,,kinetics,11.43,602327390,57db3004-ec9c-457e-bcc0-506edb71f8f9
2128522,2020-01-17 10:14:20 UTC,view,5560754,1487580006300255120,,strong,194.44,602332735,d3100c45-78d7-4bcd-bf1d-d55c7c22c916
2128632,2020-01-17 10:15:42 UTC,view,5823668,1487580008246412266,,kapous,7.6,602332125,fca17eb1-d5d2-46c1-8f42-73e443938a3d
2129391,2020-01-17 10:20:54 UTC,view,4382,2196456817758831535,,cnd,71.27,565005516,696a2a26-007c-4421-9c33-129446b4dc54
2129679,2020-01-17 10:23:34 UTC,cart,5836843,1487580009261432856,,pnb,0.71,587211310,179abac9-da4c-4554-ade5-a4d0ebec38b6
2129836,2020-01-17 10:24:58 UTC,view,5869135,1783999064136745198,,cosmoprofi,19.05,602337108,575acde0-cc64-48f4-8f01-bf72a42fff74
2130149,2020-01-17 10:27:37 UTC,cart,5750386,1487580005671109489,,masura,3.95,598345419,e27a5fa8-82bb-4abd-ba67-2bc7c8b90c2c
2130238,2020-01-17 10:28:32 UTC,remove_from_cart,5650609,1487580009336930331,,metzger,14.13,602337022,0c02146f-3bef-463a-bbea-379ae9a31b6c
2130937,2020-01-17 10:34:06 UTC,view,5771958,1559261858748170632,,,7.3,602110854,dc69400c-64d7-4688-9da1-05d96568e83c
2130975,2020-01-17 10:34:20 UTC,view,5739055,1487580008246412266,,kapous,4.75,602340969,137557cc-23b6-45c4-be63-99d330a8047c
2131299,2020-01-17 10:37:04 UTC,purchase,5586014,1487580009311764506,,,1.05,602322855,d0d0b1cf-ca21-45da-b74b-2cee462bd70a
2131395,2020-01-17 10:37:56 UTC,cart,5829305,1487580008145748965,,,7.62,567879386,5a186222-47d4-4c69-b190-c3813d9af097
2131656,2020-01-17 10:40:30 UTC,view,5839048,1487580005511725929,,,5.56,508486640,8ffbbc3e-9766-41b0-95eb-b4ced4e052a9
2132036,2020-01-17 10:43:11 UTC,view,5819266,1487580005713052531,,ingarden,4.6,431025908,79181616-b854-4950-90a9-0fca78f3a7bd
2133035,2020-01-17 10:50:06 UTC,view,5825595,1487580009471148064,,,0.56,347733302,d93ac6da-1992-43ac-bde6-cbd58afaa652
2133216,2020-01-17 10:51:29 UTC,cart,5802724,2151191071051219817,,,4.1,421818283,e36b4526-75ce-4109-aa1c-7050d36bdf52
2133822,2020-01-17 10:55:05 UTC,view,5807861,1487580009471148064,,irisk,1.35,565006296,c94273ac-93cf-4550-b6b1-8eab0322d885
2134542,2020-01-17 11:00:06 UTC,cart,5788782,1487580013053083824,stationery.cartrige,italwax,1.98,379775300,42cb69b9-8c3c-4935-8091-05847edc056f
2134961,2020-01-17 11:03:25 UTC,view,5910249,1487580004857414477,,lianail,6.33,561359153,b75bffa7-0132-4bac-aed1-ddee5483cd9d
2135017,2020-01-17 11:03:52 UTC,view,4645,1487580006317032337,,,4.92,579863645,2eceed1f-80ca-40ab-99a0-2a2ffc51b362
2135394,2020-01-17 11:06:28 UTC,view,5869073,1602943681873052386,,grattol,4.76,522064155,038a8a1e-4b18-439a-8976-6bb8ea3d0aa5
2135778,2020-01-17 11:08:45 UTC,cart,5854336,1783999063314661546,,jessnail,9.37,594795110,c2eac76e-4897-4225-8032-7df1c3c3bb57
2136203,2020-01-17 11:11:55 UTC,view,5766115,2035665444290953519,,,5.24,390483106,cda422cb-5f4f-66d5-3f1b-659058d50957
2136349,2020-01-17 11:13:19 UTC,purchase,5854827,1602943681873052386,,grattol,5.24,435817884,e5f825ce-b3fd-4602-9578-c77ed6fc7822
2136575,2020-01-17 11:15:19 UTC,view,5759279,1487580013388628160,,irisk,1.11,570661851,2545f7d4-2d19-4d40-8627-524ace3fc65b
2136697,2020-01-17 11:16:13 UTC,cart,5645114,1487580009311764506,,,0.87,506113956,cffc5d4d-f815-478f-9161-c883c5f443ae
2136807,2020-01-17 11:16:50 UTC,view,5869129,1602943681873052386,,grattol,4.76,602320663,fc41769a-9e2f-41cc-a727-c3cd122be684
2137238,2020-01-17 11:20:10 UTC,view,5896418,1487580006300255120,,jessnail,49.21,602352455,1b8f2258-dbb9-48ac-a702-6814fb78f41f
2137686,2020-01-17 11:23:25 UTC,view,5896189,1487580011702517887,,missha,74.29,602360456,db8871f2-a5a3-4b2d-8549-a993e0c19866
2138551,2020-01-17 11:29:45 UTC,view,6817,2007399943458784057,apparel.glove,,5.24,541501942,228b68e3-88a0-4f3d-b4ea-f29c34030683
2138555,2020-01-17 11:29:47 UTC,remove_from_cart,5848114,1487580013489291461,,,10.87,230818889,49bc852c-cbc7-4d84-9a2c-8144205b571a
2139335,2020-01-17 11:34:27 UTC,view,5599264,1487580005553668971,,,5.71,426574710,386989cd-9331-4e96-b4b5-109e30757415
2139404,2020-01-17 11:34:57 UTC,view,5695911,1487580007717929935,,,1.59,462644241,9e2755ba-6c15-410a-81bc-09b1cb952d6b
2139932,2020-01-17 11:38:08 UTC,view,5839641,1487580005671109489,,masura,2.37,511073327,ac698fd3-d2eb-4476-a387-33ea56a9da93
2140566,2020-01-17 11:42:51 UTC,cart,5859187,1487580007432717250,,,2.19,493159526,6ec03ecc-9495-4cf7-b6b1-14a6534f865c
2140841,2020-01-17 11:44:44 UTC,view,5814870,1487580009286598681,,zinger,2.06,598914982,9d4fcd32-2701-4215-9845-11abd4d8838f
2141190,2020-01-17 11:46:47 UTC,cart,5809865,1487580005092295511,,grattol,6.27,601778381,2ea80226-086b-4907-93b4-3991899ff72e
2141242,2020-01-17 11:47:08 UTC,view,5819240,1487580005713052531,,ingarden,4.44,439405791,7cf4b6ab-eb5f-4843-a10d-754c5e7186b7
2141539,2020-01-17 11:49:17 UTC,view,5700083,1487580011585077370,,,19.05,457249450,777f6eda-4200-4c7a-854b-6d45fcce335f
2142014,2020-01-17 11:52:52 UTC,view,5759492,1487580013011140782,,italwax,2.37,602372649,dda0733a-8970-433a-94f3-ca947fc19b6a
2142413,2020-01-17 11:55:29 UTC,remove_from_cart,6500,1487580008187692007,,runail,2.62,532442963,b6939f94-2ff9-4b44-9c93-75d76f384972
2142488,2020-01-17 11:55:57 UTC,remove_from_cart,5739027,1487580013858390233,,concept,0.87,602368498,c5915fa0-f76c-4810-91ec-c35354319507
2143059,2020-01-17 11:59:46 UTC,view,5809910,1602943681873052386,,grattol,5.24,602374287,25a7c263-0917-480b-8c35-2bf0269eb6a7
2143235,2020-01-17 12:01:06 UTC,cart,5859325,1487580007776650194,,,1.27,567879386,4aa80195-d1a9-42b2-b8eb-e246672a8abc
2143633,2020-01-17 12:03:16 UTC,remove_from_cart,5908310,1487580005511725929,,,5.56,601483418,5c9a7971-02b8-4d37-9133-5e860cdbbd51
2144268,2020-01-17 12:07:16 UTC,cart,5706329,1487580004832248652,,beautix,11.3,565638149,09b850bb-1639-4a65-a774-7e4533978e9a
2144507,2020-01-17 12:09:09 UTC,view,5843545,1487580010628776014,,,3.97,338013626,44d7dab4-f09c-4619-964d-008ea02425a8
2144542,2020-01-17 12:09:20 UTC,cart,5696173,1487580005134238553,,runail,2.38,543997144,f3beca15-8fd8-490d-bccf-1bdf15a1fabd
2144562,2020-01-17 12:09:26 UTC,view,5917178,1487580013950664926,,,16.35,602378661,90f887bd-cec2-4ca1-9bb5-57addec1c157
2144563,2020-01-17 12:09:27 UTC,purchase,5649219,1487580005268456287,,,7.14,602367594,8b34fd42-749f-4ab1-9849-bfc5e297e486
2144935,2020-01-17 12:11:55 UTC,cart,5877456,1487580006300255120,,jessnail,122.22,602379618,f8a0879d-b82d-4338-8d56-985522ef5926
2145195,2020-01-17 12:13:57 UTC,view,5684672,1487580008984608779,,,9.51,597040497,c28ca3b7-3a41-4648-8168-9ff24fa2a19e
2145198,2020-01-17 12:13:58 UTC,view,5760769,1487580005134238553,,runail,2.62,534195224,7e1fe3e7-d6b8-408e-bad0-7d4aa1318da8
2145273,2020-01-17 12:14:40 UTC,remove_from_cart,5891355,1487580010100293687,,,2.52,530462056,0bc72019-e47f-4141-bef5-9cc91994ad02
2145351,2020-01-17 12:15:10 UTC,view,5811764,1487580005092295511,,pnb,5.9,533230443,1680e2fe-9c64-4683-a78a-a3c817ba1ede
2145411,2020-01-17 12:15:41 UTC,view,5768981,1487580006300255120,,irisk,82.54,602373455,b67a7f6e-b7d1-442b-8d4b-f041fff5a788
2145615,2020-01-17 12:17:31 UTC,purchase,5739057,1487580008263189483,,kapous,4.75,534980047,ced12a76-9d26-4103-95b2-ae9cc2aa9cba
2145831,2020-01-17 12:18:53 UTC,cart,5883650,1487580012096782476,,ingarden,4.44,601994887,40a470b7-ec5a-471d-bd29-fa00f70a23c9
2146023,2020-01-17 12:20:39 UTC,remove_from_cart,5833322,1487580007675986893,,bpw.style,1.27,566017419,004a1efd-5206-45cb-b7eb-71dce7432fe3
2146641,2020-01-17 12:24:31 UTC,view,5861760,1487580006350586771,appliances.environment.vacuum,emil,71.43,439646885,22e218ea-779f-45e7-acaa-f581cb994cdc
2146659,2020-01-17 12:24:38 UTC,cart,5843545,1487580010628776014,,,3.97,602379618,ca0626b5-06b7-4a89-af5a-d88a8c2ca4e5
2146826,2020-01-17 12:25:27 UTC,cart,5839217,1487580007432717250,,,4.6,602379618,ca0626b5-06b7-4a89-af5a-d88a8c2ca4e5
2147030,2020-01-17 12:26:30 UTC,purchase,5870639,1487580006409307030,,airnails,2.86,533230443,1680e2fe-9c64-4683-a78a-a3c817ba1ede
2147827,2020-01-17 12:31:06 UTC,view,5764730,2195085255117897760,,cnd,19.84,602385705,4902588d-3031-424e-ab55-e23720a8e65b
2147913,2020-01-17 12:31:50 UTC,remove_from_cart,5822283,1487580005595612013,,,3.0,421033843,f1842ec4-0f9a-4c88-8223-d37f3df653c5
2148503,2020-01-17 12:35:44 UTC,cart,5706709,1487580013489291461,,refectocil,3.65,567502779,3deedfe2-2725-4d13-ad21-bc81cba8cf49
2150047,2020-01-17 12:45:22 UTC,remove_from_cart,5864569,1487580013027917999,,,6.11,602393052,43856737-8991-4228-a457-ce08006a0710
2150867,2020-01-17 12:50:47 UTC,view,5880211,1487580008263189483,,,30.95,441596601,c59f96b2-aea4-43b0-8ee7-7d4297577fbe
2151110,2020-01-17 12:52:24 UTC,cart,5815641,1487580005092295511,,rosi,7.86,355374962,9ff1d81e-0d0c-4f3f-be0c-fb85960c66c5
2151853,2020-01-17 12:57:54 UTC,cart,5693523,1487580005511725929,,,5.56,602378968,fbe176f9-0ab3-44d9-b303-0b9c9ad6eef5
2152784,2020-01-17 13:05:50 UTC,cart,5904920,1487580005134238553,,runail,3.17,485970003,2a369614-06d4-471a-8396-43772f7ce27c
2153055,2020-01-17 13:07:50 UTC,view,5896414,1487580009051717646,,jessnail,36.51,593128838,07ee3270-7e98-4ccd-9fb5-12c6990c2625
2153321,2020-01-17 13:09:56 UTC,view,5826979,1487580005671109489,,masura,3.95,602396827,8914a82d-2066-409c-8b91-2487b764f3af
2153399,2020-01-17 13:10:48 UTC,cart,5809729,1487580005092295511,,uno,7.78,600649099,b698226d-c110-4ebd-8dd5-4a48a6d707eb
2153689,2020-01-17 13:13:13 UTC,cart,5758047,1487580004882580302,,,2.7,600649099,b698226d-c110-4ebd-8dd5-4a48a6d707eb
2153959,2020-01-17 13:15:00 UTC,cart,59892,1487580007634043851,,runail,0.95,591464288,0595d1b7-cf82-4353-acf6-52cc30dbbe7e
2154663,2020-01-17 13:19:04 UTC,cart,5877612,1487580007675986893,,bpw.style,0.79,528827901,736a9a0c-670b-22c0-aa70-7c5a95628941
2155649,2020-01-17 13:25:53 UTC,view,5852381,1487580005713052531,,ingarden,9.44,451884994,ab3efce6-e064-4e58-9d37-41bff003e703
2155699,2020-01-17 13:26:13 UTC,remove_from_cart,5902058,1487580005092295511,,,8.89,494557869,54cbf0a7-c316-4129-8a87-e53a32423391
2156571,2020-01-17 13:32:45 UTC,view,5812053,1487580005427839846,,irisk,2.48,601968736,8f640006-f581-46f2-9041-469efc61ad2c
2156890,2020-01-17 13:35:31 UTC,view,5866045,1542195323827388674,,farmstay,15.71,575812594,3226c683-d012-4ea8-36ba-ca41bfdbe994
2157958,2020-01-17 13:43:41 UTC,cart,5729864,1487580006509970331,,,0.41,589883536,1ceb660f-a0b8-48b3-a5df-2953f2576114
2158139,2020-01-17 13:45:10 UTC,cart,5841799,1487580009471148064,,,0.13,559612996,bcb4406e-9126-4c7f-a5be-7e53a9bf69dc
2158624,2020-01-17 13:48:44 UTC,view,5877456,1487580006300255120,,jessnail,122.22,565409986,9b1c8132-37ad-4c36-95a3-17562fa2ae9e
2159280,2020-01-17 13:54:54 UTC,remove_from_cart,5813487,1487580005671109489,,masura,1.73,601633107,ea30d0d3-09b9-4400-ba1b-928b8a40f789
2159348,2020-01-17 13:55:23 UTC,view,5896420,1487580006300255120,,jessnail,49.21,602417936,aa202ed3-65da-4fb9-9d05-ac460888d24b
2159930,2020-01-17 14:01:30 UTC,view,5844359,1487580013841613016,,,4.67,602423047,096a8fab-dafc-4aa2-afcb-0812ee8a6017
2160845,2020-01-17 14:08:50 UTC,view,5689469,1487580007852147670,,staleks,16.67,598414104,383c3e50-e63b-4c64-85df-be525eb0d869
2160956,2020-01-17 14:09:54 UTC,cart,5754853,1487580005092295511,,,10.63,449022237,913870ea-2ec0-44e3-9cc7-bf6065bff509
2161017,2020-01-17 14:10:25 UTC,view,5607752,1487580013581566154,,godefroy,11.68,552678806,582f0f7c-9a24-42c5-b8ed-946513cc3bb9
2161076,2020-01-17 14:11:03 UTC,remove_from_cart,5854897,1487580009445982239,,irisk,0.32,566933822,1802f254-95a1-4712-96ec-dbbfd298b2de
2161223,2020-01-17 14:12:08 UTC,remove_from_cart,5810147,1487580006317032337,,irisk,9.52,566933822,1802f254-95a1-4712-96ec-dbbfd298b2de
2161607,2020-01-17 14:15:29 UTC,view,5848910,1487580007675986893,,bpw.style,0.79,600644485,d0e6580d-3ddb-458a-bf01-ee7e85a39e69
2161806,2020-01-17 14:17:08 UTC,remove_from_cart,5774861,1487580005671109489,,masura,3.95,502970015,ce877f28-d048-416a-82f5-102ad77ee3cd
2162719,2020-01-17 14:26:06 UTC,cart,5877612,1487580007675986893,,bpw.style,0.79,589883536,1ceb660f-a0b8-48b3-a5df-2953f2576114
2162753,2020-01-17 14:26:27 UTC,view,5694177,1487580007952810971,,yoko,20.0,459451286,8254962c-683a-4fc0-8e9c-2eaea1a31e2b
2163268,2020-01-17 14:30:52 UTC,cart,5814533,1783999063314661546,,runail,6.27,535916809,c0a16a5b-9363-4450-aa52-e0798b57feb5
2163742,2020-01-17 14:34:51 UTC,cart,5853702,1487580005671109489,,masura,2.84,602425807,c50f8561-e5f3-4f93-a966-8123a9b36438
2164370,2020-01-17 14:38:39 UTC,view,5836517,2151191071118328683,,nagaraku,2.38,602437323,a0dbf6fa-c8e0-4127-aa44-0eaab31f5fc7
2164368,2020-01-17 14:38:39 UTC,cart,5804662,1487580013581566154,,,5.94,601872037,5d6d90af-2642-450b-b3c7-09f6a09ea933
2164546,2020-01-17 14:39:57 UTC,view,5835326,1783999063314661546,,,6.19,469422623,56be5489-fa95-4e53-8762-a144d583d396
2164833,2020-01-17 14:42:15 UTC,cart,5700201,1487580006317032337,,,8.25,487997015,f1495ab5-c92d-4dea-89d3-fda754235d2e
2166653,2020-01-17 15:00:22 UTC,view,5887703,1487580013279576251,,,4.33,258661618,37ecaff1-3524-45ac-adb0-32eecd88875f
2167858,2020-01-17 15:12:49 UTC,view,5565058,1487580005595612013,,,3.0,557287081,6d7626a0-19b7-401a-a35d-143d54ed4b27
2168235,2020-01-17 15:16:56 UTC,cart,5839657,1487580005671109489,,masura,2.37,568162427,2e4669d3-fade-2c40-6d0b-fcd25e797fc1
2168398,2020-01-17 15:18:54 UTC,cart,5622687,1487580007281722301,,severina,1.81,596301629,d7c76d31-000d-4318-b28e-125e28ae560c
2168742,2020-01-17 15:22:40 UTC,view,5896182,1487580009051717646,,jessnail,28.41,602448596,93bd3e94-7772-48fc-9f0f-bd54899179e1
2168935,2020-01-17 15:24:13 UTC,remove_from_cart,5740513,1487580005671109489,,masura,3.95,399438891,1ecf67db-4a66-408e-8700-74921b58ce80
2169587,2020-01-17 15:28:53 UTC,view,5658593,1487580005553668971,,,7.46,602448670,7f22ebb8-1848-4b66-b087-887836a82511
2169595,2020-01-17 15:28:56 UTC,cart,5862564,1487580008145748965,,roubloff,1.71,518366425,4aa30bd9-ed10-43de-a4a7-facabbaaec78
2169977,2020-01-17 15:32:15 UTC,view,5797182,1487580005671109489,,masura,4.75,598957532,aab43c4c-ca7e-403b-8d6e-4ce481a0af0c
2169990,2020-01-17 15:32:21 UTC,view,5868913,2018395024110125980,,,9.84,231076778,b7b85f45-cbd6-41e4-bdd5-d4175602459e
2170417,2020-01-17 15:36:18 UTC,remove_from_cart,5804166,1487580005671109489,,masura,1.73,573003658,3ca900b1-574f-4a78-a50a-8e4aa9187019
2170499,2020-01-17 15:36:59 UTC,remove_from_cart,5809869,1487580005268456287,,grattol,6.27,447703441,4eb21072-33cb-4694-928e-673843c410e4
2171257,2020-01-17 15:44:30 UTC,remove_from_cart,5802433,1487580009286598681,,,0.35,502970015,49cbde0f-c24a-4d8b-b461-708677dcff5d
2171304,2020-01-17 15:44:55 UTC,view,5848409,1487580007675986893,,freedecor,0.79,489577993,0067da46-9af9-4627-8fca-08998c50e2c9
2171390,2020-01-17 15:45:37 UTC,view,5823968,1487580009387261981,,,2.06,601700635,d30349db-77ae-449f-8f21-135df2b75fe7
2171538,2020-01-17 15:47:07 UTC,view,5696900,2195085255034011676,,severina,6.35,600244136,2cf0bc08-f8c8-40f2-90bd-e3163682d0d8
2172204,2020-01-17 15:53:48 UTC,view,5697446,1487580013824835799,,estel,6.75,398658779,335f0062-323e-40c9-8f71-69fd576ac180
2172613,2020-01-17 15:57:11 UTC,view,5826822,1487580006317032337,,,15.71,601274117,2402207f-3deb-4adc-b996-72fe9bc88a55
2172837,2020-01-17 15:59:03 UTC,view,5747372,1487580010821714008,,,0.73,602440300,de136b58-b584-4283-a013-06fcda7c1f19
2172967,2020-01-17 16:00:02 UTC,view,5869071,1602943681873052386,,grattol,4.76,600170920,121b10c4-ed97-4edf-8961-a8d24a4d98d8
2173840,2020-01-17 16:06:22 UTC,view,5804261,1487580005411062629,,cnd,15.71,527683766,48064f53-6628-4667-b324-945e9ff9a502
2174095,2020-01-17 16:08:32 UTC,remove_from_cart,5765760,2035665444290953519,,,4.71,506725430,70b5c64e-7a5b-40eb-a415-7193a054867b
2174646,2020-01-17 16:12:34 UTC,remove_from_cart,5649310,1487580005511725929,,,3.41,506725430,70b5c64e-7a5b-40eb-a415-7193a054867b
2174827,2020-01-17 16:13:42 UTC,purchase,5809910,1602943681873052386,,grattol,5.24,528719439,30aad100-74b9-4972-ac91-3e758fd44bc8
2175777,2020-01-17 16:22:41 UTC,cart,5794155,1487580005671109489,,masura,1.73,553827117,509601d3-8657-4471-bb66-f71c68342dcb
2176185,2020-01-17 16:26:25 UTC,view,5877454,1487580006300255120,,jessnail,44.29,602477435,f58ea4f3-1f00-47cd-bf63-13e1fa8d335c
2176500,2020-01-17 16:29:26 UTC,view,5864287,1597770225539875791,,,29.21,382710729,94798169-cde8-4645-ad76-c7e9e364d991
