,event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
1309011,2020-01-11 23:50:08 UTC,purchase,5915862,1487580008246412266,,,10.95,69701627,c10b2d10-27a8-4efb-8b58-85c72128ab6f
1309094,2020-01-11 23:51:23 UTC,remove_from_cart,6732,1487580013027917999,,,8.41,318517350,0bae77c6-e515-487e-8055-e601a8a77821
1309624,2020-01-12 00:04:03 UTC,view,5869144,1783999063314661546,,cosmoprofi,7.94,556542564,dacc58b1-0817-462f-a6ac-75da571ff611
1311564,2020-01-12 01:26:36 UTC,view,5770040,1487580013841613016,,kapous,2.81,599934011,0da3c6c5-da8d-4456-a698-0715d9a64d76
1311566,2020-01-12 01:26:43 UTC,view,5884352,1487580010561667147,,oniq,10.32,599946619,656e9bdc-ff77-4cd8-b7c7-3b350ee89c7e
1312131,2020-01-12 01:56:23 UTC,view,5747361,1487580010821714008,,,0.54,583337605,ab6fdf38-7ad8-4e0a-8813-275d80eed7ac
1312166,2020-01-12 01:57:16 UTC,remove_from_cart,5861334,1487580007936033754,,,4.7,559768366,ea467082-cacb-4553-9a02-bc40a0e4f21a
1312407,2020-01-12 02:04:17 UTC,cart,5802449,1487580005595612013,,,2.86,474368725,8f142f01-9786-4358-8c2d-907ea9376296
1313679,2020-01-12 02:38:34 UTC,view,5405,1487580009026551821,,runail,23.65,599955218,a0c104ac-25ef-4101-836e-74bd91006372
1313707,2020-01-12 02:39:48 UTC,view,5677479,1487580009336930331,,,20.0,599956559,3fba7887-ce17-4f43-a02c-bfa47b237e2c
1314010,2020-01-12 02:47:56 UTC,cart,5888366,1487580007852147670,,metzger,9.84,474563228,306cb9d9-858b-4720-b85a-6c98dc9fecba
1315151,2020-01-12 03:20:24 UTC,cart,5843836,1487580009286598681,,,0.38,599955218,a0c104ac-25ef-4101-836e-74bd91006372
1315166,2020-01-12 03:20:46 UTC,view,5803518,1487580013657063630,,,13.49,598348607,3384657a-1a1b-4f0f-a86d-33691074c83c
1315882,2020-01-12 03:45:57 UTC,cart,5664668,1487580011383750769,,,0.83,554366656,e1e01350-cbdd-4f73-a148-d17541900b15
1316040,2020-01-12 03:53:57 UTC,cart,5686278,1487580007432717250,,masura,1.57,599967849,a9cf062d-f930-4986-9a7f-b2804fa2a51f
1316342,2020-01-12 04:06:43 UTC,view,5895919,1487580005427839846,,irisk,4.92,599970844,0dbe7a8b-9d10-4066-b95f-a6eceafc76c2
1316637,2020-01-12 04:19:31 UTC,view,5828204,1487580009286598681,,solomeya,1.03,599097966,8f3032aa-68ac-43a4-a8a5-842f8c57080e
1316703,2020-01-12 04:21:26 UTC,cart,5723522,1487580005134238553,,runail,2.62,599973100,84e0b76b-74a9-4b44-bcee-f43e57b4c4c9
1316927,2020-01-12 04:29:49 UTC,remove_from_cart,5565812,1487580009311764506,,,1.11,599097966,a089072b-93c8-4483-901a-2f634beb3e2c
1317028,2020-01-12 04:34:28 UTC,purchase,5899834,2115334439910245200,,,3.97,310795897,374f8208-f8ba-490e-b76d-c4a5cb469c02
1317097,2020-01-12 04:38:31 UTC,remove_from_cart,5753871,1487580012096782476,,,4.76,459775900,85e2bd55-df15-495c-b038-07d2916cfccd
1317294,2020-01-12 04:47:35 UTC,view,45529,1487580005713052531,,ingarden,4.44,589630252,bbd7054b-e1cc-4377-b069-48a721f2e1e2
1317664,2020-01-12 04:58:17 UTC,view,5915337,1761186209054327497,,dermacol,12.54,599548692,f63e5b23-1bc5-4558-a9e3-7531c3274dcd
1317815,2020-01-12 05:03:04 UTC,view,5770025,1487580013841613016,,kapous,2.81,599064513,adfde670-bad5-4a23-b59c-b1eb2e2ee7ee
1318712,2020-01-12 05:26:05 UTC,cart,41812,1487580006551913373,,,3.41,555636930,e98cf86c-5b91-4ecf-9de0-659f27a0f748
1318869,2020-01-12 05:28:40 UTC,view,4903,1487580008145748965,,runail,4.25,549313773,e71b7e1e-ac05-4039-aaaf-dbeb985ef43c
1318952,2020-01-12 05:30:09 UTC,view,5803083,1487580005092295511,,,12.7,518364760,bbe1e5e8-f989-456f-81e8-e5b6bd198ae5
1319616,2020-01-12 05:41:03 UTC,view,5824803,1487580009521479714,,domix,4.25,536814771,a125bb57-6731-4084-ab35-6dc6daa8b717
1319998,2020-01-12 05:48:10 UTC,view,5911195,2007399943458784057,apparel.glove,benovy,5.4,553432203,2212427c-e77f-403a-909d-d7498cf53ddf
1320088,2020-01-12 05:49:45 UTC,view,5911195,2007399943458784057,apparel.glove,benovy,5.4,553432203,2212427c-e77f-403a-909d-d7498cf53ddf
1320955,2020-01-12 06:04:14 UTC,cart,5862304,1487580007675986893,,freedecor,1.43,497156659,97a6531d-73bd-497e-b2c9-77096b8564ed
1321029,2020-01-12 06:05:52 UTC,remove_from_cart,5649272,1487580013749338323,,concept,6.19,416750145,a83b8a73-f4a7-4f90-81ed-1fc8a14e0ecd
1321381,2020-01-12 06:14:40 UTC,view,5908717,1487580007675986893,,,1.59,497156659,97a6531d-73bd-497e-b2c9-77096b8564ed
1321445,2020-01-12 06:16:07 UTC,view,5828224,1487580008313521133,,markell,3.89,599993138,068e1fe6-f618-4bc8-87b0-19f757b27b03
1322852,2020-01-12 06:41:34 UTC,purchase,5565050,1487580005595612013,,,3.0,468953333,aaaebcfc-835c-4f3f-a344-f23866476944
1323574,2020-01-12 06:50:50 UTC,view,5868461,1487580013069861041,,italwax,3.57,551421755,11eac3b1-8fdd-1831-08ce-eed85c33cf62
1324244,2020-01-12 06:59:28 UTC,view,5916974,1783999072332415142,,beautific,23.86,514849533,8b901774-269b-41d4-80b8-fff4ccfc5e5e
1324408,2020-01-12 07:02:04 UTC,purchase,5803457,1487580005461394279,,bluesky,5.24,599744513,8d6b785e-3c45-476b-9834-cdf5d6f458b2
1324871,2020-01-12 07:08:09 UTC,view,5722999,1487580005092295511,,beautix,15.71,492825399,14743332-0f5c-430c-9852-5df1ebefe8ca
1325051,2020-01-12 07:10:26 UTC,remove_from_cart,5841298,1487580006300255120,,irisk,82.54,596220167,e64183a2-e3f3-4fb9-8cd0-07ce477e7e9d
1325291,2020-01-12 07:14:21 UTC,view,59742,1487580008447738866,,cnd,10.0,600006468,9467b612-c85e-43d1-a824-883e56b1422d
1325455,2020-01-12 07:15:53 UTC,remove_from_cart,5796984,1487580005671109489,,masura,1.73,566860386,f9f97fd7-f2f4-4bcf-86c9-ed8a0a6f3413
1326499,2020-01-12 07:28:54 UTC,cart,5839667,1487580005671109489,,masura,2.37,473847783,771e57af-041c-4ca7-ad8e-af1ff2c60c12
1326712,2020-01-12 07:31:36 UTC,purchase,5751422,1487580005268456287,,uno,10.95,583718915,b6b37024-4afa-443d-aeef-b5b5e71c4ae5
1327342,2020-01-12 07:38:06 UTC,view,5560990,1487580005595612013,,,3.0,418128933,6f6314e4-8119-43ff-8c37-5a8407fe5dfb
1328542,2020-01-12 07:51:37 UTC,cart,5839361,1487580010100293687,,beauty-free,1.25,596023932,483db31b-fe07-4114-82ee-41d4357fb47f
1328673,2020-01-12 07:53:06 UTC,remove_from_cart,5912836,1487580011585077370,,estelare,1.9,427891474,efb1af00-02d3-47e7-8d4f-bdbf57e5cdee
1329120,2020-01-12 07:57:43 UTC,cart,5670329,1487580007281722301,,,9.44,574129068,5af83528-c9a3-4c37-9ad2-1e7e54f04c8c
1329450,2020-01-12 08:01:26 UTC,cart,6731,1487580007256556476,,,12.68,600028560,038f70cf-ee04-4838-948a-1deaf05c7ddc
1329597,2020-01-12 08:03:13 UTC,view,5780830,1487580005092295511,,rosi,7.14,501711265,f2e409c7-30e0-9f5b-605e-1a3d1195c508
1329868,2020-01-12 08:05:46 UTC,cart,5711087,1487580005008409427,,f.o.x,6.03,234586548,6643434c-1cef-4926-906e-7ab0bf269cc1
1329883,2020-01-12 08:05:53 UTC,cart,5700035,1487580009286598681,,runail,0.4,470957066,a8269750-f2b0-420d-bb6a-25866305573e
1329941,2020-01-12 08:06:23 UTC,cart,5757289,1487580007306888126,,,1.59,597696904,7160c36b-e3ce-4e94-af99-4de9dbe726b0
1329994,2020-01-12 08:06:49 UTC,cart,5686925,1487580009311764506,,,0.35,84188119,499f4c84-dcdf-4da9-bdbf-6937306f51d0
1330702,2020-01-12 08:14:18 UTC,view,5875446,2084144451428549153,,,2.05,417155614,af9b91b6-b45c-4470-97a3-9bb59faeb32e
1330737,2020-01-12 08:14:36 UTC,view,5766980,1487580013053083824,stationery.cartrige,italwax,1.98,546990187,87100525-da85-49cc-a434-cff835af217d
1331013,2020-01-12 08:18:03 UTC,cart,5677463,1487580013858390233,,estel,0.87,600036206,8349a7d5-fcb1-49e4-8373-ac515c4b843c
1331373,2020-01-12 08:21:43 UTC,cart,5867181,1487580007910867929,,staleks,9.84,432751025,00b33718-2acf-4b05-85c8-51e664023708
1332241,2020-01-12 08:30:13 UTC,view,5910558,1487580008313521133,,kezy,10.27,600043308,3294233e-485c-4125-9442-2035bfbfe5ec
1332770,2020-01-12 08:35:50 UTC,view,5808547,1487580008313521133,,kapous,3.81,600045547,f034690b-733b-4e0f-a6b4-df8da01cdeb0
1334674,2020-01-12 08:55:38 UTC,purchase,5843836,1487580009286598681,,,0.38,84188119,499f4c84-dcdf-4da9-bdbf-6937306f51d0
1335671,2020-01-12 09:05:10 UTC,view,83872,1487580009445982239,,,6.03,408977859,02b927dd-3100-416c-b6f0-ac2f2ed80d53
1335673,2020-01-12 09:05:11 UTC,purchase,5915390,1487580013388628160,,relouis,3.67,584459011,f1638d9b-c596-ede7-7662-12f5c090e016
1336038,2020-01-12 09:07:54 UTC,remove_from_cart,5565086,1487580005595612013,,,3.0,421647639,b84bf562-6ca1-4d9e-9911-acc8c2b2d0a8
1336991,2020-01-12 09:16:11 UTC,view,5877211,1487580013950664926,,lamixx,50.0,600061008,8a1288c4-9b96-4f99-b0e1-32e6e2996810
1337582,2020-01-12 09:21:45 UTC,view,5891359,1487580008758116352,,art-visage,2.38,597220639,7c9d7f7e-4ded-4516-b392-7debe4c6ceb9
1338231,2020-01-12 09:28:16 UTC,view,5794153,1487580005671109489,,masura,1.73,589630252,e68651f4-9a4e-416f-9a3b-aaa1a7e68879
1338901,2020-01-12 09:34:09 UTC,cart,5700037,1487580009286598681,,runail,0.4,435131182,7f26df27-6ad7-4c66-bc70-e0156edab33f
1339659,2020-01-12 09:40:45 UTC,remove_from_cart,5859440,1487580009311764506,,pnb,0.44,597090681,c18134b3-ec67-4105-b6db-97127af7e2a8
1339697,2020-01-12 09:41:05 UTC,cart,5697533,1487580008145748965,,roubloff,4.21,518229012,1bbb8446-a836-45dd-89ca-fff335c1926c
1340151,2020-01-12 09:44:51 UTC,remove_from_cart,5798090,1487580005713052531,,ingarden,6.27,475253400,da16e53a-2d45-4711-a3d1-bfd1da0d8631
1340167,2020-01-12 09:44:52 UTC,remove_from_cart,5767917,1487580005595612013,,,2.05,586039847,bf5ad63d-5df2-4ead-887c-40a3def1573f
1340415,2020-01-12 09:47:12 UTC,view,5862727,1487580008246412266,,keune,23.62,586009964,d2c45cdb-9175-40ae-9667-42a6efe52832
1340955,2020-01-12 09:52:05 UTC,purchase,5864630,1487580007675986893,,bpw.style,1.27,234651934,45adeb74-c22c-44dc-b29f-a7228ba4804c
1341197,2020-01-12 09:54:15 UTC,remove_from_cart,5809728,1487580005092295511,,uno,17.46,593974765,1dc497ed-a838-423d-88f0-48fa3cc792f9
1341705,2020-01-12 09:58:12 UTC,cart,5773342,1487580005134238553,,runail,2.62,573973133,f2120031-8247-41f4-b2e2-d5177baf4cda
1342653,2020-01-12 10:06:20 UTC,cart,5561064,1487580005595612013,,,3.0,493209113,c5c907e5-a4eb-4cd0-85af-f401cff5a523
1342907,2020-01-12 10:09:00 UTC,cart,5723496,1487580005134238553,,runail,2.62,313118921,8f6e0b8f-f28f-40fd-bc15-c81db1816000
1343286,2020-01-12 10:12:24 UTC,cart,5865144,1487580005511725929,,,3.89,495678258,f48e69d5-fd58-4d5b-a8d2-0659637072f0
1343772,2020-01-12 10:16:13 UTC,view,5674745,1487580005595612013,,,3.0,590621082,3ad2bd87-e4b8-4d05-8790-89bd3b0b58be
1344355,2020-01-12 10:20:47 UTC,remove_from_cart,5758628,1487580010754605141,,ingarden,1.75,436330808,62bb0d80-55d0-4436-bf1b-d2eb13b65c16
1344400,2020-01-12 10:21:08 UTC,cart,5565100,1487580005595612013,,,3.0,595700012,b85d81f4-6f92-437f-b287-314ae049d447
1344421,2020-01-12 10:21:20 UTC,view,8141,1487580013640286413,,,1.29,600068450,fa68fa06-165b-4b13-a568-e0ceff3a97cd
1345339,2020-01-12 10:27:58 UTC,remove_from_cart,5739491,1487580012927254698,,,5.87,600088406,8747f569-d58a-45dc-86f9-febbf812687b
1345593,2020-01-12 10:29:50 UTC,view,5022,1487580007952810971,,runail,4.84,599677038,b06d39e1-f0b8-4e3f-97b7-ca5e660520db
1346564,2020-01-12 10:36:24 UTC,view,5824820,1487580007852147670,,domix,1.35,600095079,d0cc1040-f803-4ae0-9600-6c6276d1a36a
1347328,2020-01-12 10:43:33 UTC,view,5772288,1602943681873052386,,grattol,6.03,552458665,b1f7cbb6-474d-4d5f-9e44-691cc7dac545
1347549,2020-01-12 10:45:52 UTC,cart,5815637,1487580006962955182,,rosi,6.35,479551008,a17d8583-20da-4106-a5f4-a02b6875bd54
1347823,2020-01-12 10:48:14 UTC,cart,5941,2196456817641391019,,runail,1.98,545168268,716e2de7-4976-43ee-bbd5-822d1c20d0ba
1347951,2020-01-12 10:49:34 UTC,cart,5650430,1487580007952810971,,metzger,6.75,576844032,3f2908af-9d4e-4071-b733-deb3420c2520
1348070,2020-01-12 10:50:46 UTC,cart,5904267,1487580007675986893,,,1.59,483632648,4fc3526f-9e5e-4da5-84f0-3b3128a82b7a
1349995,2020-01-12 11:07:30 UTC,purchase,5839304,1924049110428549877,,oniq,7.94,596971707,7be9db50-ac85-4bef-8f84-10623d3fe55d
1349980,2020-01-12 11:07:30 UTC,purchase,5816170,1602943681873052386,,grattol,5.24,596971707,7be9db50-ac85-4bef-8f84-10623d3fe55d
1350032,2020-01-12 11:07:42 UTC,cart,5796982,1487580005671109489,,masura,1.73,550220687,6690b52c-7697-43d8-bff0-bd1b57e1ddb6
1351307,2020-01-12 11:20:20 UTC,cart,5846102,2195085255034011676,,solomeya,3.97,554441075,1a4b542d-1acc-41de-bac3-eae53bb9b0fd
1351373,2020-01-12 11:20:49 UTC,view,5861277,1487580006317032337,,,21.27,266645313,f4175b83-5d41-47a5-a4a7-97b5a2046e93
1352508,2020-01-12 11:29:41 UTC,view,5837618,1487580007675986893,,,1.75,597653538,152012e7-28dd-4c28-922e-b3011d3038fd
1352997,2020-01-12 11:33:34 UTC,view,24755,1487580007759872977,,,1.9,485181876,25876e48-54c8-43be-8b63-a27e0d8b3b99
1354005,2020-01-12 11:41:48 UTC,view,5877798,1487580005268456287,,,23.02,600113548,6a5497dd-ad02-4aa1-a28b-8c7f44fee66b
1354016,2020-01-12 11:41:54 UTC,cart,5740015,1487580005092295511,,irisk,6.19,483321263,63575179-88c7-491d-82b9-2bd86ded4bd9
1354257,2020-01-12 11:44:14 UTC,cart,5707930,1487580007432717250,,,1.84,563339265,a62dc3f3-dbc4-4a2d-98f0-2a3cfbdae207
1354258,2020-01-12 11:44:15 UTC,view,5528035,1487580005553668971,,,9.52,600123643,a0501fe4-2ff8-4563-ab39-09ddb5cce8c6
1356119,2020-01-12 11:57:49 UTC,remove_from_cart,5854905,1487580009387261981,,irisk,2.86,411184507,0f64bfcc-3090-445e-a898-d43f75bab6a7
1356959,2020-01-12 12:05:08 UTC,view,5915337,1761186209054327497,,dermacol,12.54,600132562,fb1423fd-7442-4de2-97b4-6e4aa4a2e967
1356977,2020-01-12 12:05:21 UTC,cart,5798771,1487580007675986893,,milv,0.79,563339265,a62dc3f3-dbc4-4a2d-98f0-2a3cfbdae207
1358031,2020-01-12 12:12:52 UTC,view,5763380,2151191075757228942,,,4.6,600135178,b2095a33-9c02-4b7d-bc15-b969aaf75db1
1358205,2020-01-12 12:14:10 UTC,remove_from_cart,5846446,2151191071378375538,,browxenna,19.52,600131962,d03de56c-ac52-4032-829a-b9712319f691
1358562,2020-01-12 12:17:06 UTC,view,5831151,1487580012205834384,,,6.22,573231164,03eba472-8465-47a5-8cf7-b9efb20d7bd8
1358906,2020-01-12 12:19:33 UTC,view,5896418,1487580006300255120,,jessnail,49.21,600127386,288f2142-9a20-4934-8256-f6bd23790ccd
1359099,2020-01-12 12:21:18 UTC,view,5896420,1487580006300255120,,jessnail,49.21,600139545,cf1ddc64-32a5-40d4-8144-e5f684d68bb3
1359676,2020-01-12 12:25:12 UTC,remove_from_cart,5802443,2151191070908613477,,,4.92,600133996,b4a52773-196e-4f31-865d-4ef5ed77e943
1360076,2020-01-12 12:28:11 UTC,cart,5694633,1487580007936033754,,yoko,6.03,538103853,064a476a-2b0c-4402-aa05-1a7762d9483a
1360190,2020-01-12 12:29:06 UTC,view,5754853,1487580005092295511,,,10.63,600142936,d1f36ab0-140f-46cb-afd8-ab74c45519ba
1360635,2020-01-12 12:32:25 UTC,view,5809910,1602943681873052386,,grattol,5.24,454860700,687ae353-9934-4961-97e6-1b2b63dc5067
1360742,2020-01-12 12:33:04 UTC,cart,5685875,1487580007717929935,,,1.59,521714736,d587642c-1f9f-4765-8dca-27aec1039a27
1360798,2020-01-12 12:33:23 UTC,view,5683541,1487580005595612013,,,2.05,529817993,e8b9e7a7-df4f-44ed-b109-c6679eb50b23
1361271,2020-01-12 12:36:23 UTC,view,5873537,1487580013279576251,,,31.59,599856373,71288084-025a-42a7-ace0-452db5a5bf4e
1363501,2020-01-12 12:50:21 UTC,cart,5563766,1487580005595612013,,,3.0,550956044,6d13d7a5-3e38-44e1-9e12-2449917e1b06
1363726,2020-01-12 12:51:43 UTC,view,5599264,1487580005553668971,,,5.71,475665914,ee0fc357-ca75-4997-a39e-3c63ece9a303
1363823,2020-01-12 12:52:30 UTC,cart,5817680,1487580005092295511,,,6.35,557073029,26b912ae-ec0e-440b-926d-294cb3c79c20
1364013,2020-01-12 12:53:52 UTC,purchase,5860467,1487580007483048900,,,3.97,545274883,1639fed0-a3c0-4099-a294-6f6b4b714ffb
1365121,2020-01-12 13:01:30 UTC,view,5734587,1487580005050352469,,haruyama,3.97,406951256,635bac59-7437-f513-864f-3069c13f16b4
1365162,2020-01-12 13:01:58 UTC,view,5752492,1487580005511725929,,,4.27,501186648,d8dec364-6a2a-426a-a8ee-c1e5a5761f5f
1365663,2020-01-12 13:05:45 UTC,view,5915337,1761186209054327497,,dermacol,12.54,600158714,c3eadbb1-6395-418d-b9c6-e6afb142625e
1365718,2020-01-12 13:06:18 UTC,view,5842142,1487580006317032337,,,1.59,406951256,635bac59-7437-f513-864f-3069c13f16b4
1365722,2020-01-12 13:06:21 UTC,view,5749720,1487580005092295511,,runail,4.44,551743057,351e575c-0563-428f-b72d-2eedc0ff2990
1366255,2020-01-12 13:11:08 UTC,cart,5812136,1487580011283087468,,art-visage,2.38,600154161,c74bb5db-c48a-46b0-9685-e5aa55ebf64e
1368254,2020-01-12 13:25:20 UTC,remove_from_cart,5783931,1487580005595612013,,,2.06,598979101,5d02568d-f301-4182-bc37-f08c6b64695c
1368742,2020-01-12 13:28:26 UTC,view,5739037,1487580008246412266,,kapous,3.33,600005114,43d87e07-34cc-458c-a8fb-b3b22d8a799d
1369384,2020-01-12 13:32:53 UTC,purchase,5885842,1487580007910867929,,,5.08,541869511,e16fd931-ce07-45e4-b4a7-d954ab71fcdd
1369789,2020-01-12 13:35:58 UTC,cart,5603418,1487580005671109489,,masura,1.73,537062382,8cc48ba6-5678-4ffb-af69-0875f4613b6b
1370326,2020-01-12 13:39:08 UTC,purchase,5759486,1487580013011140782,,italwax,2.68,376568136,640d6d6c-aab2-4859-b02e-eea6bde61e6a
1370547,2020-01-12 13:40:55 UTC,cart,5843567,1783999071199952917,,,0.48,600135825,1d461633-46be-4e1b-9577-30fbe8cfc0c3
1371690,2020-01-12 13:49:20 UTC,view,5809732,1487580005092295511,,uno,7.78,580227542,1db1c592-7a5a-440d-9676-a306d23e35d3
1372970,2020-01-12 13:59:08 UTC,remove_from_cart,5887575,1487580005595612013,,,3.0,600053925,9dea56f8-10c0-4815-a452-6815d973d9fe
1373113,2020-01-12 14:00:06 UTC,view,5819390,1487580007675986893,,bpw.style,1.27,599385216,602ed31f-2c2b-4ffe-9470-f8187ecb4ce0
1373693,2020-01-12 14:03:59 UTC,remove_from_cart,5809912,1602943681873052386,,grattol,5.24,591473746,0bdd3bb6-8cb7-49fd-917f-eb966ae400cc
1374894,2020-01-12 14:13:39 UTC,view,5838940,1487580005713052531,,ingarden,4.6,391521753,9e4b88e2-1b74-4ca8-a639-a2c194e0ccfd
1376707,2020-01-12 14:25:14 UTC,view,5866207,1487580013841613016,,concept,3.16,600169984,600512dc-110b-4fab-8118-400b1d48edc0
1378059,2020-01-12 14:35:01 UTC,view,5379,1487580010645553231,,,44.44,600196128,82cf0a25-03bf-4a54-ae99-fa0fa8351b72
1378245,2020-01-12 14:36:45 UTC,purchase,5825543,1783999064036081896,,,9.52,600189004,651ad868-61dd-44a8-a801-7e6f0fb680f7
1378873,2020-01-12 14:41:52 UTC,view,5892067,1487580007910867929,,metzger,3.65,600175569,a4e082ca-8300-44e1-b010-d04f95a3f99a
1379468,2020-01-12 14:46:41 UTC,remove_from_cart,5804607,1487580005461394279,,bluesky,3.97,557830771,33512153-08ab-4c62-ab2d-f7033e0b52a8
1379557,2020-01-12 14:47:10 UTC,view,5843585,1783999071199952917,,,0.79,448187487,ee81b04b-c4f7-4128-bb16-c43366a0d187
1379592,2020-01-12 14:47:24 UTC,remove_from_cart,5824613,1487580005671109489,,masura,3.63,544718392,ae33a625-523f-4ccc-a18d-e3db4bc05485
1379741,2020-01-12 14:48:32 UTC,cart,5820721,1487580006317032337,,,2.22,528752467,390b599b-ae86-41ea-9db0-1a7cd937f933
1379999,2020-01-12 14:50:49 UTC,remove_from_cart,5773354,1487580005134238553,,runail,2.62,596486876,283cfba6-c67c-40ca-bd43-09fb8c7b8486
1382116,2020-01-12 15:06:48 UTC,view,5734524,1487580005050352469,,haruyama,3.97,561456384,db035b24-f51d-4f69-9dfe-d57b05a89ed6
1382341,2020-01-12 15:08:27 UTC,remove_from_cart,5587772,1487580006317032337,,irisk,1.9,560504753,1ec073e2-5897-4b14-be31-7302f62939a6
1382770,2020-01-12 15:11:27 UTC,view,5838935,1487580005713052531,,ingarden,4.6,481969585,e876ba37-1883-45f8-aa8d-32311ac3e501
1383865,2020-01-12 15:19:34 UTC,view,5645121,1487580009286598681,,,1.11,598520525,8617ae78-1341-4374-8177-21cb7e50c28f
1383880,2020-01-12 15:19:39 UTC,remove_from_cart,5882429,1487580009286598681,,zinger,0.44,600206347,9e27e804-5c9b-4ee2-bbf5-1eb10e611833
1384527,2020-01-12 15:24:38 UTC,view,5836077,1487580008246412266,,markell,6.03,600202774,45bbff27-4050-4b61-ae69-5f122939e82c
1384843,2020-01-12 15:26:43 UTC,remove_from_cart,5905550,1487580006317032337,,runail,1.59,560504753,1ec073e2-5897-4b14-be31-7302f62939a6
1385398,2020-01-12 15:30:58 UTC,cart,5809910,1602943681873052386,,grattol,5.24,583471684,46d246f2-7e2d-4e17-bb10-6ec8e5e27f10
1385486,2020-01-12 15:31:36 UTC,view,5815491,1487580010125459512,,,1.43,600175569,a4e082ca-8300-44e1-b010-d04f95a3f99a
1386272,2020-01-12 15:37:37 UTC,view,5773368,1487580005134238553,,runail,2.62,495547777,8f29f092-218c-e247-f937-fa3993eaddde
1386835,2020-01-12 15:42:30 UTC,cart,5622680,2195085255034011676,,severina,2.21,537986766,5699c94a-badc-4daf-833b-31482885c1a4
1387480,2020-01-12 15:47:07 UTC,remove_from_cart,5867624,1487580004916134735,,,3.13,516526131,3f12556b-edf4-440b-866c-8519628b1ca0
1387603,2020-01-12 15:48:13 UTC,view,5703027,1487580007717929935,,,1.59,594429086,16fd5275-43f2-439a-88ec-f1660ce87126
1388307,2020-01-12 15:53:40 UTC,view,5560994,1487580005595612013,,,3.0,600225218,a81eaf3d-eb11-4299-8e4c-cbc0eb1473b8
1388600,2020-01-12 15:55:35 UTC,view,5835921,1487580004857414477,,lianail,5.54,479556337,be5c28d4-c033-4666-ab52-7014b83ecc81
1390094,2020-01-12 16:04:54 UTC,view,5835705,2151191070908613477,,runail,6.98,495895826,4d287788-b56c-4486-1954-0774293aeb24
1390361,2020-01-12 16:06:37 UTC,purchase,5896176,1487580004916134735,,,4.76,495547777,8f29f092-218c-e247-f937-fa3993eaddde
1390824,2020-01-12 16:10:22 UTC,view,5815731,1487580005268456287,,,10.95,600236254,c8aad995-7427-4765-867c-c3f021c29bc2
1391748,2020-01-12 16:17:59 UTC,view,5240,1487580009202712597,,runail,4.05,600238846,0a164400-0b21-4884-ba4f-f92fa017eab5
1391765,2020-01-12 16:18:10 UTC,view,5841320,1891434214553813877,,,3.95,479556337,be5c28d4-c033-4666-ab52-7014b83ecc81
1392106,2020-01-12 16:20:43 UTC,view,5901860,2007399943458784057,apparel.glove,benovy,5.62,524300809,8f2ee0b7-4e37-4e5e-b4c3-9453bc69e382
1393383,2020-01-12 16:31:30 UTC,cart,5732020,1487580007281722301,,domix,4.11,463718585,70bf5027-3a28-4af3-bbd8-f4d171893a3a
1393637,2020-01-12 16:33:12 UTC,view,5654958,1487580007952810971,,metzger,6.75,539237597,2d429ef4-41fe-4405-b4bb-e25c4142bbcf
1393968,2020-01-12 16:35:47 UTC,view,5620510,1487580005595612013,,,20.22,587709094,9b89baaa-8c1f-49bc-b82a-0fa7c82d9775
1395142,2020-01-12 16:43:03 UTC,view,5896420,1487580006300255120,,jessnail,49.21,599998841,96a5a30f-4296-9754-3a11-af20a8fa18df
1395731,2020-01-12 16:46:41 UTC,view,8072,1487580007281722301,,,1.9,517714525,e8e71fe5-1b64-482d-b53d-0736e8e118f5
1395807,2020-01-12 16:47:14 UTC,cart,4938,1487580008187692007,,runail,1.43,577698829,57a3c4eb-1558-4f41-a43c-e9d68d0a035c
1395990,2020-01-12 16:48:28 UTC,purchase,5809910,1602943681873052386,,grattol,5.24,597266674,e24b8cba-6b0d-4b5f-b601-61dca1d61d23
1396340,2020-01-12 16:50:09 UTC,view,37987,1487580009177546772,,runail,42.86,600252706,acd29348-2a6d-417f-9b8c-056f230e71f7
1396461,2020-01-12 16:50:46 UTC,view,5842141,1487580006317032337,,,1.59,545010899,52b14495-ed6d-436e-a3c6-67512b072ad7
1396854,2020-01-12 16:52:38 UTC,cart,5724293,1487580005427839846,,irisk,2.48,600249328,cc09d0d2-38c6-4019-919d-f3e50197ad0a
1397050,2020-01-12 16:53:35 UTC,remove_from_cart,5829286,1487580011585077370,,eunyul,0.95,538909960,44c821de-485e-4c06-bc46-9860bd22c427
1397622,2020-01-12 16:57:00 UTC,remove_from_cart,5875390,2084144451428549153,,,2.05,576647654,059ececa-9cbf-497b-8e78-5b348d0ddc09
1397995,2020-01-12 16:59:43 UTC,remove_from_cart,5694624,1487580007936033754,,yoko,3.11,596971707,49dc013a-b825-3d92-465a-b08befcc5a73
1398424,2020-01-12 17:01:16 UTC,view,5809910,1602943681873052386,,grattol,5.24,542872885,d2a6af00-b2a5-4320-80c3-e94a139d8d36
1398901,2020-01-12 17:04:58 UTC,view,5854835,1602943681873052386,,grattol,5.24,600258702,ac08e9b1-ee49-4d55-b2d7-a6df82935f14
1399420,2020-01-12 17:08:24 UTC,purchase,5799890,1487580009051717646,,,19.03,528379472,f0a700ff-19eb-4da5-8e81-f4281c820741
